"","Year","Plot","Ring","CO2","N","SR","TotalBiomass","pSR","pH","ExpYear","l.year","l.SR","l.biomass","l.RR","Trt"
"4438",2012,366,6,"Camb","Nenrich",1,0.4,1,4.6,15,2.70805020110221,0,-0.916290731874155,0.00995033085316809,"Nenrich.Camb"
"4464",2012,62,2,"Camb","Namb",4,139.3,4,5.5,15,2.70805020110221,1.38629436111989,4.93662988078576,1.38879124131848,"Namb.Camb"
"4465",2012,63,2,"Camb","Namb",4,101.9,2,5.5,15,2.70805020110221,1.38629436111989,4.62399194022868,0.698134722070984,"Namb.Camb"
"4466",2012,64,2,"Camb","Nenrich",16,363.9,5,6.6,15,2.70805020110221,2.77258872223978,5.89687910461811,1.61143591509677,"Nenrich.Camb"
"4467",2012,65,2,"Camb","Nenrich",9,118.45,2,6.5,15,2.70805020110221,2.19722457733622,4.77449093060479,0.698134722070984,"Nenrich.Camb"
"4468",2012,67,2,"Camb","Namb",16,293.4,5,7.4,15,2.70805020110221,2.77258872223978,5.68153686570888,1.61143591509677,"Namb.Camb"
"4469",2012,68,2,"Camb","Nenrich",1,468,1,4.6,15,2.70805020110221,0,6.14846829591765,0.00995033085316809,"Nenrich.Camb"
"4470",2012,69,2,"Camb","Namb",16,327.6,5,6.5,15,2.70805020110221,2.77258872223978,5.79179335197891,1.61143591509677,"Namb.Camb"
"4471",2012,70,2,"Camb","Namb",1,189.5,1,4.9,15,2.70805020110221,0,5.24438902452248,0.00995033085316809,"Namb.Camb"
"4472",2012,71,2,"Camb","Nenrich",1,252.3,1,4.7,15,2.70805020110221,0,5.53061885564701,0.00995033085316809,"Nenrich.Camb"
"4473",2012,72,2,"Camb","Nenrich",1,219.5,1,4.5,15,2.70805020110221,0,5.39135223251523,0.00995033085316809,"Nenrich.Camb"
"4474",2012,74,2,"Camb","Nenrich",4,163,3,4.7,15,2.70805020110221,1.38629436111989,5.09375020080676,1.10194007876078,"Nenrich.Camb"
"4475",2012,75,2,"Camb","Nenrich",4,127.2,3,6.5,15,2.70805020110221,1.38629436111989,4.84576065090602,1.10194007876078,"Nenrich.Camb"
"4476",2012,76,2,"Camb","Nenrich",4,273.5,2,4.9,15,2.70805020110221,1.38629436111989,5.61130162186204,0.698134722070984,"Nenrich.Camb"
"4478",2012,78,2,"Camb","Namb",4,322.6,2,6.5,15,2.70805020110221,1.38629436111989,5.77641316569111,0.698134722070984,"Namb.Camb"
"4479",2012,79,2,"Camb","Nenrich",4,295,4,4.3,15,2.70805020110221,1.38629436111989,5.68697535633982,1.38879124131848,"Nenrich.Camb"
"4481",2012,80,2,"Camb","Namb",4,153.2,3,6,15,2.70805020110221,1.38629436111989,5.03174425730649,1.10194007876078,"Namb.Camb"
"4482",2012,81,2,"Camb","Nenrich",1,263.3,1,5,15,2.70805020110221,0,5.57329406650226,0.00995033085316809,"Nenrich.Camb"
"4483",2012,82,2,"Camb","Namb",4,351.2,3,6.3,15,2.70805020110221,1.38629436111989,5.86135586176096,1.10194007876078,"Namb.Camb"
"4484",2012,83,2,"Camb","Namb",9,368.4,3,6.9,15,2.70805020110221,2.19722457733622,5.90916930438115,1.10194007876078,"Namb.Camb"
"4485",2012,85,2,"Camb","Nenrich",4,151.2,2,4.7,15,2.70805020110221,1.38629436111989,5.01860346374543,0.698134722070984,"Nenrich.Camb"
"4486",2012,86,2,"Camb","Nenrich",4,287.1,1,4.8,15,2.70805020110221,1.38629436111989,5.65983058712702,0.00995033085316809,"Nenrich.Camb"
"4487",2012,88,2,"Camb","Nenrich",4,227.5,3,5.1,15,2.70805020110221,1.38629436111989,5.427150238391,1.10194007876078,"Nenrich.Camb"
"4488",2012,89,2,"Camb","Namb",4,576.5,2,5.5,15,2.70805020110221,1.38629436111989,6.35697533970911,0.698134722070984,"Namb.Camb"
"4490",2012,90,2,"Camb","Namb",1,904,1,5.3,15,2.70805020110221,0,6.80682936039218,0.00995033085316809,"Namb.Camb"
"4491",2012,91,2,"Camb","Nenrich",4,360.7,2,6.3,15,2.70805020110221,1.38629436111989,5.88804658790949,0.698134722070984,"Nenrich.Camb"
"4492",2012,93,2,"Camb","Namb",4,465.9,3,6.4,15,2.70805020110221,1.38629436111989,6.14397101882275,1.10194007876078,"Namb.Camb"
"4493",2012,94,2,"Camb","Nenrich",1,5,1,4.7,15,2.70805020110221,0,1.6094379124341,0.00995033085316809,"Nenrich.Camb"
"4494",2012,95,2,"Camb","Nenrich",4,1122.7,2,6,15,2.70805020110221,1.38629436111989,7.02349177746473,0.698134722070984,"Nenrich.Camb"
"4495",2012,96,2,"Camb","Nenrich",1,25.7,1,4.5,15,2.70805020110221,0,3.24649099190117,0.00995033085316809,"Nenrich.Camb"
"4496",2012,97,2,"Camb","Nenrich",9,299.4,4,6.7,15,2.70805020110221,2.19722457733622,5.70178047198553,1.38879124131848,"Nenrich.Camb"
"4497",2012,98,2,"Camb","Nenrich",4,206,3,5.3,15,2.70805020110221,1.38629436111989,5.32787616878958,1.10194007876078,"Nenrich.Camb"
"4498",2012,99,2,"Camb","Nenrich",1,325.5,1,6,15,2.70805020110221,0,5.78536246164862,0.00995033085316809,"Nenrich.Camb"
"4501",2013,100,2,"Camb","Namb",1,267.6,1,6.36,16,2.77258872223978,0,5.58949332825407,0.00995033085316809,"Namb.Camb"
"4502",2013,101,2,"Camb","Nenrich",1,240.9,1,5.3,16,2.77258872223978,0,5.48438190962083,0.00995033085316809,"Nenrich.Camb"
"4503",2013,102,2,"Camb","Namb",1,138.6,1,5.17,16,2.77258872223978,0,4.9315920867558,0.00995033085316809,"Namb.Camb"
"4504",2013,103,2,"Camb","Nenrich",1,241.8,1,4.9,16,2.77258872223978,0,5.48811093818069,0.00995033085316809,"Nenrich.Camb"
"4505",2013,104,2,"Camb","Namb",16,492.6,8,6.85,16,2.77258872223978,2.77258872223978,6.19969748568644,2.08069076108027,"Namb.Camb"
"4506",2013,105,2,"Camb","Namb",4,189.5,3,5.61,16,2.77258872223978,1.38629436111989,5.24438902452248,1.10194007876078,"Namb.Camb"
"4507",2013,106,2,"Camb","Namb",9,410.5,7,6.61,16,2.77258872223978,2.19722457733622,6.01737592889248,1.9473377010465,"Namb.Camb"
"4508",2013,107,2,"Camb","Namb",16,424.8,11,6.75,16,2.77258872223978,2.77258872223978,6.05161846992773,2.39880395073459,"Namb.Camb"
"4509",2013,108,2,"Camb","Nenrich",16,347.2,7,5.95,16,2.77258872223978,2.77258872223978,5.8499009827862,1.9473377010465,"Nenrich.Camb"
"4510",2013,109,2,"Camb","Namb",1,221.3,1,5.8,16,2.77258872223978,0,5.399519247057,0.00995033085316809,"Namb.Camb"
"4511",2013,110,2,"Camb","Nenrich",16,389.63,6,6.68,16,2.77258872223978,2.77258872223978,5.96519757085726,1.79342474854712,"Nenrich.Camb"
"4512",2013,111,2,"Camb","Namb",1,97.5,1,5.35,16,2.77258872223978,0,4.5798523780038,0.00995033085316809,"Namb.Camb"
"4513",2013,112,2,"Camb","Nenrich",1,152.3,1,5.2,16,2.77258872223978,0,5.02585225990112,0.00995033085316809,"Nenrich.Camb"
"4514",2013,113,2,"Camb","Nenrich",1,112.6,1,5.35,16,2.77258872223978,0,4.72384171570559,0.00995033085316809,"Nenrich.Camb"
"4515",2013,114,2,"Camb","Nenrich",4,406.3,3,4.87,16,2.77258872223978,1.38629436111989,6.00709180299368,1.10194007876078,"Nenrich.Camb"
"4516",2013,115,2,"Camb","Namb",1,101.1,1,5.42,16,2.77258872223978,0,4.61611012602643,0.00995033085316809,"Namb.Camb"
"4517",2013,116,2,"Camb","Namb",1,39.3,1,4.93,16,2.77258872223978,0,3.67122451887522,0.00995033085316809,"Namb.Camb"
"4518",2013,118,2,"Camb","Nenrich",16,564.7,9,6.14,16,2.77258872223978,2.77258872223978,6.33629461667879,2.19833507162025,"Nenrich.Camb"
"4520",2013,120,2,"Camb","Namb",4,84.1,4,5.85,16,2.77258872223978,1.38629436111989,4.4320065669789,1.38879124131848,"Namb.Camb"
"4521",2013,121,2,"Camb","Namb",4,190.7,4,5.85,16,2.77258872223978,1.38629436111989,5.25070151260637,1.38879124131848,"Namb.Camb"
"4522",2013,122,2,"Camb","Namb",1,71,1,5.3,16,2.77258872223978,0,4.26267987704132,0.00995033085316809,"Namb.Camb"
"4582",2013,184,4,"Camb","Namb",16,441.3,8,6.84,16,2.77258872223978,2.77258872223978,6.0897249162755,2.08069076108027,"Namb.Camb"
"4583",2013,187,4,"Camb","Namb",9,676,6,5.5,16,2.77258872223978,2.19722457733622,6.51619307604296,1.79342474854712,"Namb.Camb"
"4584",2013,188,4,"Camb","Namb",16,398.21,8,6.07,16,2.77258872223978,2.77258872223978,5.98697950432331,2.08069076108027,"Namb.Camb"
"4585",2013,189,4,"Camb","Namb",4,346.6,2,6.52,16,2.77258872223978,1.38629436111989,5.84817137728151,0.698134722070984,"Namb.Camb"
"4587",2013,190,4,"Camb","Namb",1,126.5,1,5.09,16,2.77258872223978,0,4.84024230816757,0.00995033085316809,"Namb.Camb"
"4588",2013,191,4,"Camb","Namb",4,434,3,5.25,16,2.77258872223978,1.38629436111989,6.07304453410041,1.10194007876078,"Namb.Camb"
"4589",2013,192,4,"Camb","Namb",1,150.1,1,4.94,16,2.77258872223978,0,5.01130173863942,0.00995033085316809,"Namb.Camb"
"4590",2013,193,4,"Camb","Nenrich",4,398.1,1,5.14,16,2.77258872223978,1.38629436111989,5.98670323000627,0.00995033085316809,"Nenrich.Camb"
"4591",2013,194,4,"Camb","Nenrich",9,419.3,6,6.06,16,2.77258872223978,2.19722457733622,6.03858665417672,1.79342474854712,"Nenrich.Camb"
"4593",2013,196,4,"Camb","Nenrich",1,109.5,1,4.62,16,2.77258872223978,0,4.69592454925656,0.00995033085316809,"Nenrich.Camb"
"4594",2013,197,4,"Camb","Nenrich",4,286.1,2,5.74,16,2.77258872223978,1.38629436111989,5.65634140005607,0.698134722070984,"Nenrich.Camb"
"4595",2013,198,4,"Camb","Namb",4,410.5,4,5.39,16,2.77258872223978,1.38629436111989,6.01737592889248,1.38879124131848,"Namb.Camb"
"4596",2013,199,4,"Camb","Namb",1,353,1,5.25,16,2.77258872223978,0,5.8664680569333,0.00995033085316809,"Namb.Camb"
"4599",2013,200,4,"Camb","Namb",4,175.7,2,5.28,16,2.77258872223978,1.38629436111989,5.16877799519305,0.698134722070984,"Namb.Camb"
"4600",2013,201,4,"Camb","Namb",16,397.8,8,6.43,16,2.77258872223978,2.77258872223978,5.98594936641987,2.08069076108027,"Namb.Camb"
"4601",2013,202,4,"Camb","Namb",1,111.2,1,5.2,16,2.77258872223978,0,4.71133038181648,0.00995033085316809,"Namb.Camb"
"4602",2013,203,4,"Camb","Nenrich",4,624.7,2,5.2,16,2.77258872223978,1.38629436111989,6.43727153449952,0.698134722070984,"Nenrich.Camb"
"4603",2013,204,4,"Camb","Nenrich",1,188.8,1,5.57,16,2.77258872223978,0,5.2406882537114,0.00995033085316809,"Nenrich.Camb"
"4604",2013,205,4,"Camb","Nenrich",16,232.9,7,6.03,16,2.77258872223978,2.77258872223978,5.4506091768903,1.9473377010465,"Nenrich.Camb"
"4605",2013,206,4,"Camb","Nenrich",4,377.5,2,5.73,16,2.77258872223978,1.38629436111989,5.93357056868908,0.698134722070984,"Nenrich.Camb"
"4606",2013,207,4,"Camb","Nenrich",4,333.2,4,5.47,16,2.77258872223978,1.38629436111989,5.80874291029269,1.38879124131848,"Nenrich.Camb"
"4607",2013,208,4,"Camb","Nenrich",1,76.1,1,4.57,16,2.77258872223978,0,4.33204826486764,0.00995033085316809,"Nenrich.Camb"
"4608",2013,209,4,"Camb","Namb",1,527.3,1,4.8,16,2.77258872223978,0,6.26776964653642,0.00995033085316809,"Namb.Camb"
"4610",2013,210,4,"Camb","Nenrich",1,110.4,1,5,16,2.77258872223978,0,4.704110133843,0.00995033085316809,"Nenrich.Camb"
"4611",2013,211,4,"Camb","Namb",4,128.7,3,5.46,16,2.77258872223978,1.38629436111989,4.85748411460208,1.10194007876078,"Namb.Camb"
"4612",2013,212,4,"Camb","Nenrich",1,141,1,5.05,16,2.77258872223978,0,4.94875989037817,0.00995033085316809,"Nenrich.Camb"
"4613",2013,213,4,"Camb","Nenrich",16,427.01,7,5.5,16,2.77258872223978,2.77258872223978,6.05680743215815,1.9473377010465,"Nenrich.Camb"
"4614",2013,214,4,"Camb","Nenrich",4,458.7,2,5.98,16,2.77258872223978,1.38629436111989,6.12839640160313,0.698134722070984,"Nenrich.Camb"
"4615",2013,215,4,"Camb","Nenrich",4,242.1,4,5.4,16,2.77258872223978,1.38629436111989,5.48935086394401,1.38879124131848,"Nenrich.Camb"
"4616",2013,216,4,"Camb","Namb",4,524.8,4,6.48,16,2.77258872223978,1.38629436111989,6.26301723762988,1.38879124131848,"Namb.Camb"
"4617",2013,218,4,"Camb","Nenrich",4,253.1,2,5.18,16,2.77258872223978,1.38629436111989,5.53378466755108,0.698134722070984,"Nenrich.Camb"
"4618",2013,219,4,"Camb","Nenrich",1,370.5,1,5,16,2.77258872223978,0,5.91485344473614,0.00995033085316809,"Nenrich.Camb"
"4620",2013,220,4,"Camb","Namb",4,392.4,4,6.4,16,2.77258872223978,1.38629436111989,5.97228172769121,1.38879124131848,"Namb.Camb"
"4621",2013,221,4,"Camb","Namb",4,137.6,4,5.39,16,2.77258872223978,1.38629436111989,4.92435092549924,1.38879124131848,"Namb.Camb"
"4622",2013,222,4,"Camb","Namb",16,380.12,7,6.44,16,2.77258872223978,2.77258872223978,5.94048699234311,1.9473377010465,"Namb.Camb"
"4623",2013,223,4,"Camb","Namb",1,101.8,1,5.47,16,2.77258872223978,0,4.62301010411642,0.00995033085316809,"Namb.Camb"
"4624",2013,225,4,"Camb","Nenrich",1,109.8,1,4.89,16,2.77258872223978,0,4.69866052907543,0.00995033085316809,"Nenrich.Camb"
"4625",2013,227,4,"Camb","Namb",1,105.8,1,5.6,16,2.77258872223978,0,4.6615505194242,0.00995033085316809,"Namb.Camb"
"4626",2013,228,4,"Camb","Namb",1,94.9,1,5.73,16,2.77258872223978,0,4.55282370561588,0.00995033085316809,"Namb.Camb"
"4629",2013,231,4,"Camb","Namb",1,128.2,1,5.32,16,2.77258872223978,0,4.85359154448657,0.00995033085316809,"Namb.Camb"
"4630",2013,232,4,"Camb","Nenrich",9,217.3,5,5.4,16,2.77258872223978,2.19722457733622,5.38127888726238,1.61143591509677,"Nenrich.Camb"
"4631",2013,233,4,"Camb","Namb",9,493.57,5,6.04,16,2.77258872223978,2.19722457733622,6.20166469278626,1.61143591509677,"Namb.Camb"
"4632",2013,234,4,"Camb","Nenrich",16,714.3,6,5.56,16,2.77258872223978,2.77258872223978,6.57130304216093,1.79342474854712,"Nenrich.Camb"
"4633",2013,235,4,"Camb","Namb",1,146.3,1,5.3,16,2.77258872223978,0,4.98565930802608,0.00995033085316809,"Namb.Camb"
"4634",2013,236,4,"Camb","Nenrich",16,517.9,6,6.18,16,2.77258872223978,2.77258872223978,6.24978217342985,1.79342474854712,"Nenrich.Camb"
"4636",2013,238,4,"Camb","Nenrich",4,339.8,2,5.75,16,2.77258872223978,1.38629436111989,5.82835720923783,0.698134722070984,"Nenrich.Camb"
"4637",2013,239,4,"Camb","Namb",4,348.1,4,6.22,16,2.77258872223978,1.38629436111989,5.85248979481739,1.38879124131848,"Namb.Camb"
"4639",2013,240,4,"Camb","Nenrich",4,34.1,3,5.53,16,2.77258872223978,1.38629436111989,3.52929738428947,1.10194007876078,"Nenrich.Camb"
"4640",2013,241,4,"Camb","Nenrich",1,65.9,1,4.58,16,2.77258872223978,0,4.18813844150846,0.00995033085316809,"Nenrich.Camb"
"4641",2013,242,4,"Camb","Namb",4,228.5,3,5.56,16,2.77258872223978,1.38629436111989,5.43153621033426,1.10194007876078,"Namb.Camb"
"4642",2013,244,4,"Camb","Namb",4,147.6,4,5.63,16,2.77258872223978,1.38629436111989,4.99450591216637,1.38879124131848,"Namb.Camb"
"4702",2013,306,6,"Camb","Namb",16,493.371,7,6.08,16,2.77258872223978,2.77258872223978,6.20126142652679,1.9473377010465,"Namb.Camb"
"4703",2013,307,6,"Camb","Nenrich",16,418.54,6,5.8,16,2.77258872223978,2.77258872223978,6.03677246481252,1.79342474854712,"Nenrich.Camb"
"4704",2013,309,6,"Camb","Namb",4,195.9,3,5.55,16,2.77258872223978,1.38629436111989,5.2776043249505,1.10194007876078,"Namb.Camb"
"4706",2013,310,6,"Camb","Nenrich",1,87.8,1,4.65,16,2.77258872223978,0,4.47506150064107,0.00995033085316809,"Nenrich.Camb"
"4707",2013,311,6,"Camb","Nenrich",16,298.82,5,6.42,16,2.77258872223978,2.77258872223978,5.69984138542294,1.61143591509677,"Nenrich.Camb"
"4708",2013,312,6,"Camb","Namb",9,200.5,3,6.47,16,2.77258872223978,2.19722457733622,5.30081424674662,1.10194007876078,"Namb.Camb"
"4709",2013,313,6,"Camb","Namb",4,209.2,2,5.39,16,2.77258872223978,1.38629436111989,5.34329073219077,0.698134722070984,"Namb.Camb"
"4710",2013,314,6,"Camb","Namb",1,435.9,1,5.73,16,2.77258872223978,0,6.07741285924435,0.00995033085316809,"Namb.Camb"
"4711",2013,315,6,"Camb","Namb",4,149.7,4,5.75,16,2.77258872223978,1.38629436111989,5.00863329142558,1.38879124131848,"Namb.Camb"
"4712",2013,316,6,"Camb","Nenrich",1,454.3,1,4.33,16,2.77258872223978,0,6.11875777276536,0.00995033085316809,"Nenrich.Camb"
"4713",2013,317,6,"Camb","Nenrich",4,520.3,3,5.73,16,2.77258872223978,1.38629436111989,6.25440556829626,1.10194007876078,"Nenrich.Camb"
"4714",2013,318,6,"Camb","Nenrich",1,36.1,1,4.27,16,2.77258872223978,0,3.58629286533884,0.00995033085316809,"Nenrich.Camb"
"4715",2013,319,6,"Camb","Nenrich",4,245.3,2,6.37,16,2.77258872223978,1.38629436111989,5.50248195126444,0.698134722070984,"Nenrich.Camb"
"4717",2013,321,6,"Camb","Nenrich",16,906.2,10,6.64,16,2.77258872223978,2.77258872223978,6.80926003223304,2.30358459332713,"Nenrich.Camb"
"4718",2013,322,6,"Camb","Namb",1,134,1,4.7,16,2.77258872223978,0,4.89783979995091,0.00995033085316809,"Namb.Camb"
"4719",2013,323,6,"Camb","Namb",1,74.5,1,5.37,16,2.77258872223978,0,4.31079912538551,0.00995033085316809,"Namb.Camb"
"4720",2013,325,6,"Camb","Namb",4,261.9,4,5.04,16,2.77258872223978,1.38629436111989,5.56796275151367,1.38879124131848,"Namb.Camb"
"4721",2013,326,6,"Camb","Nenrich",4,305.3,2,5.42,16,2.77258872223978,1.38629436111989,5.72129489974083,0.698134722070984,"Nenrich.Camb"
"4723",2013,328,6,"Camb","Nenrich",4,500.6,4,6.29,16,2.77258872223978,1.38629436111989,6.21580737899767,1.38879124131848,"Nenrich.Camb"
"4724",2013,329,6,"Camb","Namb",1,41.6,1,5.1,16,2.77258872223978,0,3.72810016726722,0.00995033085316809,"Namb.Camb"
"4726",2013,330,6,"Camb","Namb",1,557.1,1,4.73,16,2.77258872223978,0,6.32274475702677,0.00995033085316809,"Namb.Camb"
"4727",2013,331,6,"Camb","Namb",1,134.6,1,5.3,16,2.77258872223978,0,4.90230741721063,0.00995033085316809,"Namb.Camb"
"4728",2013,332,6,"Camb","Namb",4,323.5,2,5.13,16,2.77258872223978,1.38629436111989,5.77919911394096,0.698134722070984,"Namb.Camb"
"4729",2013,333,6,"Camb","Nenrich",1,115.1,1,4.57,16,2.77258872223978,0,4.74580131572784,0.00995033085316809,"Nenrich.Camb"
"4730",2013,334,6,"Camb","Namb",4,178.2,2,5.29,16,2.77258872223978,1.38629436111989,5.18290651503671,0.698134722070984,"Namb.Camb"
"4731",2013,335,6,"Camb","Nenrich",9,398.514,7,5.99,16,2.77258872223978,2.19722457733622,5.9877426293572,1.9473377010465,"Nenrich.Camb"
"4732",2013,336,6,"Camb","Namb",1,5.2,1,5.21,16,2.77258872223978,0,1.64865862558738,0.00995033085316809,"Namb.Camb"
"4733",2013,337,6,"Camb","Namb",4,463.8,3,5.14,16,2.77258872223978,1.38629436111989,6.13945342482143,1.10194007876078,"Namb.Camb"
"4734",2013,338,6,"Camb","Nenrich",1,422.1,1,5.36,16,2.77258872223978,0,6.04524225278845,0.00995033085316809,"Nenrich.Camb"
"4735",2013,339,6,"Camb","Namb",1,112.8,1,5.05,16,2.77258872223978,0,4.72561633906396,0.00995033085316809,"Namb.Camb"
"4736",2013,340,6,"Camb","Nenrich",4,376.9,3,5.07,16,2.77258872223978,1.38629436111989,5.93197990027309,1.10194007876078,"Nenrich.Camb"
"4738",2013,343,6,"Camb","Namb",1,129.9,1,5.2,16,2.77258872223978,0,4.86676492367655,0.00995033085316809,"Namb.Camb"
"4739",2013,344,6,"Camb","Namb",16,499.1,8,6.37,16,2.77258872223978,2.77258872223978,6.21280647647556,2.08069076108027,"Namb.Camb"
"4740",2013,345,6,"Camb","Namb",1,96.8,1,5.17,16,2.77258872223978,0,4.57264699428253,0.00995033085316809,"Namb.Camb"
"4741",2013,346,6,"Camb","Namb",4,109,4,5.43,16,2.77258872223978,1.38629436111989,4.69134788222914,1.38879124131848,"Namb.Camb"
"4742",2013,347,6,"Camb","Namb",1,6.8,1,4.43,16,2.77258872223978,0,1.91692261218206,0.00995033085316809,"Namb.Camb"
"4743",2013,348,6,"Camb","Nenrich",4,504.2,4,4.91,16,2.77258872223978,1.38629436111989,6.22297301475382,1.38879124131848,"Nenrich.Camb"
"4744",2013,349,6,"Camb","Nenrich",1,338.5,1,4.48,16,2.77258872223978,0,5.82452409235233,0.00995033085316809,"Nenrich.Camb"
"4746",2013,350,6,"Camb","Nenrich",4,89,3,4.36,16,2.77258872223978,1.38629436111989,4.48863636973214,1.10194007876078,"Nenrich.Camb"
"4747",2013,351,6,"Camb","Nenrich",4,165.4,2,4.99,16,2.77258872223978,1.38629436111989,5.10836678258959,0.698134722070984,"Nenrich.Camb"
"4748",2013,352,6,"Camb","Nenrich",1,287.1,1,4.83,16,2.77258872223978,0,5.65983058712702,0.00995033085316809,"Nenrich.Camb"
"4749",2013,353,6,"Camb","Nenrich",4,394.3,3,4.95,16,2.77258872223978,1.38629436111989,5.97711204088358,1.10194007876078,"Nenrich.Camb"
"4750",2013,354,6,"Camb","Nenrich",16,585.7,6,6.22,16,2.77258872223978,2.77258872223978,6.37280771309574,1.79342474854712,"Nenrich.Camb"
"4751",2013,355,6,"Camb","Namb",16,361.9,8,6.28,16,2.77258872223978,2.77258872223978,5.8913679305697,2.08069076108027,"Namb.Camb"
"4752",2013,357,6,"Camb","Nenrich",9,178.3,3,6.34,16,2.77258872223978,2.19722457733622,5.1834675248691,1.10194007876078,"Nenrich.Camb"
"4753",2013,358,6,"Camb","Namb",16,415.148,11,5.99,16,2.77258872223978,2.77258872223978,6.02863508316061,2.39880395073459,"Namb.Camb"
"4754",2013,359,6,"Camb","Namb",4,280.3,3,5.35,16,2.77258872223978,1.38629436111989,5.63586045817074,1.10194007876078,"Namb.Camb"
"4756",2013,361,6,"Camb","Namb",9,310.2,7,5.84,16,2.77258872223978,2.19722457733622,5.73721725074244,1.9473377010465,"Namb.Camb"
"4757",2013,362,6,"Camb","Nenrich",1,136.8,1,5.04,16,2.77258872223978,0,4.91852000518845,0.00995033085316809,"Nenrich.Camb"
"4758",2013,363,6,"Camb","Namb",4,92.3,3,5.76,16,2.77258872223978,1.38629436111989,4.52504414150881,1.10194007876078,"Namb.Camb"
"4759",2013,364,6,"Camb","Namb",4,304,3,5.1,16,2.77258872223978,1.38629436111989,5.71702770140622,1.10194007876078,"Namb.Camb"
"4760",2013,365,6,"Camb","Nenrich",4,280.9,3,4.92,16,2.77258872223978,1.38629436111989,5.6379987341102,1.10194007876078,"Nenrich.Camb"
"4761",2013,366,6,"Camb","Nenrich",1,0.7,1,4.57,16,2.77258872223978,0,-0.356674943938732,0.00995033085316809,"Nenrich.Camb"
"4787",2013,62,2,"Camb","Namb",4,287.4,4,6.55,16,2.77258872223978,1.38629436111989,5.66087497364492,1.38879124131848,"Namb.Camb"
"4788",2013,63,2,"Camb","Namb",4,253,2,5.74,16,2.77258872223978,1.38629436111989,5.53338948872752,0.698134722070984,"Namb.Camb"
"4789",2013,64,2,"Camb","Nenrich",16,289.4,7,6.17,16,2.77258872223978,2.77258872223978,5.66780981419738,1.9473377010465,"Nenrich.Camb"
"4790",2013,65,2,"Camb","Nenrich",9,229.6,2,6.98,16,2.77258872223978,2.19722457733622,5.43633866444541,0.698134722070984,"Nenrich.Camb"
"4791",2013,67,2,"Camb","Namb",16,508.3,6,5.94,16,2.77258872223978,2.77258872223978,6.23107182445286,1.79342474854712,"Namb.Camb"
"4792",2013,68,2,"Camb","Nenrich",1,310.7,1,4.61,16,2.77258872223978,0,5.738827816399,0.00995033085316809,"Nenrich.Camb"
"4793",2013,69,2,"Camb","Namb",16,545.1,6,6.16,16,2.77258872223978,2.77258872223978,6.30096926407024,1.79342474854712,"Namb.Camb"
"4794",2013,70,2,"Camb","Namb",1,156.9,1,5.25,16,2.77258872223978,0,5.05560865973899,0.00995033085316809,"Namb.Camb"
"4795",2013,71,2,"Camb","Nenrich",1,373.1,1,5.42,16,2.77258872223978,0,5.92184648022711,0.00995033085316809,"Nenrich.Camb"
"4796",2013,72,2,"Camb","Nenrich",1,274.2,1,4.61,16,2.77258872223978,0,5.61385776712821,0.00995033085316809,"Nenrich.Camb"
"4797",2013,74,2,"Camb","Nenrich",4,103.1,3,4.59,16,2.77258872223978,1.38629436111989,4.63569939102291,1.10194007876078,"Nenrich.Camb"
"4798",2013,75,2,"Camb","Nenrich",4,133,3,5.21,16,2.77258872223978,1.38629436111989,4.89034912822175,1.10194007876078,"Nenrich.Camb"
"4799",2013,76,2,"Camb","Nenrich",4,162.4,4,4.86,16,2.77258872223978,1.38629436111989,5.09006242772758,1.38879124131848,"Nenrich.Camb"
"4801",2013,78,2,"Camb","Namb",4,143,2,5.33,16,2.77258872223978,1.38629436111989,4.96284463025991,0.698134722070984,"Namb.Camb"
"4802",2013,79,2,"Camb","Nenrich",4,280.1,3,4.97,16,2.77258872223978,1.38629436111989,5.63514668226606,1.10194007876078,"Nenrich.Camb"
"4804",2013,80,2,"Camb","Namb",4,228.9,3,5.65,16,2.77258872223978,1.38629436111989,5.43328522695852,1.10194007876078,"Namb.Camb"
"4805",2013,81,2,"Camb","Nenrich",1,171.3,1,4.76,16,2.77258872223978,0,5.14341640533007,0.00995033085316809,"Nenrich.Camb"
"4806",2013,82,2,"Camb","Namb",4,158.3,4,6.76,16,2.77258872223978,1.38629436111989,5.06449196688697,1.38879124131848,"Namb.Camb"
"4807",2013,83,2,"Camb","Namb",9,280.3,4,6.64,16,2.77258872223978,2.19722457733622,5.63586045817074,1.38879124131848,"Namb.Camb"
"4808",2013,85,2,"Camb","Nenrich",4,248.6,2,8.39,16,2.77258872223978,1.38629436111989,5.51584517907661,0.698134722070984,"Nenrich.Camb"
"4809",2013,86,2,"Camb","Nenrich",4,259.7,1,5.19,16,2.77258872223978,1.38629436111989,5.5595271186687,0.00995033085316809,"Nenrich.Camb"
"4810",2013,88,2,"Camb","Nenrich",4,336.4,3,6.96,16,2.77258872223978,1.38629436111989,5.81830092809879,1.10194007876078,"Nenrich.Camb"
"4811",2013,89,2,"Camb","Namb",4,266.2,2,6.33,16,2.77258872223978,1.38629436111989,5.58424790596101,0.698134722070984,"Namb.Camb"
"4813",2013,90,2,"Camb","Namb",1,133,1,5.31,16,2.77258872223978,0,4.89034912822175,0.00995033085316809,"Namb.Camb"
"4814",2013,91,2,"Camb","Nenrich",4,495,2,5.91,16,2.77258872223978,1.38629436111989,6.20455776256869,0.698134722070984,"Nenrich.Camb"
